loading annotations into memory...
Done (t=0.03s)
creating index...
index created!
[31mWARNING: NO MODEL LOADED !!!
loading annotations into memory...
/home/deep/anaconda3/envs/e2ec/lib/python3.7/site-packages/torch/nn/functional.py:3385: UserWarning: Default grid_sample and affine_grid behavior has changed to align_corners=False since 1.3.0. Please specify align_corners=True if the old behavior is desired. See the documentation of grid_sample for details.
  warnings.warn("Default grid_sample and affine_grid behavior has changed "
/home/deep/1-POJECT/e2ec/e2ec/network/evolve/utils.py:5: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at  /pytorch/aten/src/ATen/native/IndexingUtils.h:25.)
  poly = torch.cat([poly[i][ct_01[i]] for i in range(batch_size)], dim=0)
Done (t=0.14s)
creating index...
index created!
loading annotations into memory...
Done (t=0.02s)
creating index...
index created!
eta: 0:05:07  epoch: 0  step: 20  ct_loss: 4.5665  init_py_loss: 8.6391  coarse_py_loss: 6.1242  py_loss_0: 6.1099  py_loss_1: 6.1004  loss: 10.1130  data: 0.0495  batch: 1.3424  lr: 0.000100  max_mem: 5970
eta: 0:02:03  epoch: 7  step: 1903  ct_loss: 0.5921  init_py_loss: 1.5387  coarse_py_loss: 1.1977  py_loss_0: 1.1031  py_loss_1: 1.0974  loss: 1.5992  data: 0.0014  batch: 1.4041  lr: 0.000100  max_mem: 6046
eta: 0:01:36  epoch: 7  step: 1923  ct_loss: 0.6043  init_py_loss: 1.5333  coarse_py_loss: 1.2385  py_loss_0: 1.1566  py_loss_1: 1.1532  loss: 1.6514  data: 0.0015  batch: 1.3871  lr: 0.000100  max_mem: 6046
eta: 0:01:08  epoch: 7  step: 1943  ct_loss: 0.5657  init_py_loss: 1.4504  coarse_py_loss: 1.1321  py_loss_0: 1.0425  py_loss_1: 1.0382  loss: 1.5175  data: 0.0014  batch: 1.4081  lr: 0.000100  max_mem: 6046
eta: 0:00:40  epoch: 7  step: 1963  ct_loss: 0.5597  init_py_loss: 1.4599  coarse_py_loss: 1.1103  py_loss_0: 1.0083  py_loss_1: 1.0029  loss: 1.4871  data: 0.0014  batch: 1.3992  lr: 0.000100  max_mem: 6046
eta: 0:00:12  epoch: 7  step: 1983  ct_loss: 0.5817  init_py_loss: 1.3963  coarse_py_loss: 1.0914  py_loss_0: 1.0044  py_loss_1: 1.0008  loss: 1.4989  data: 0.0014  batch: 1.4011  lr: 0.000100  max_mem: 6046
eta: 0:00:01  epoch: 7  step: 1991  ct_loss: 0.5599  init_py_loss: 1.4131  coarse_py_loss: 1.1098  py_loss_0: 1.0191  py_loss_1: 1.0133  loss: 1.4896  data: 0.0014  batch: 1.3939  lr: 0.000100  max_mem: 6046
eta: 0:05:18  epoch: 8  step: 2012  ct_loss: 0.5974  init_py_loss: 1.4927  coarse_py_loss: 1.1821  py_loss_0: 1.0983  py_loss_1: 1.0934  loss: 1.5954  data: 0.0377  batch: 1.4364  lr: 0.000100  max_mem: 6046
eta: 0:04:51  epoch: 8  step: 2032  ct_loss: 0.6198  init_py_loss: 1.5359  coarse_py_loss: 1.2514  py_loss_0: 1.1590  py_loss_1: 1.1520  loss: 1.6689  data: 0.0015  batch: 1.3956  lr: 0.000100  max_mem: 6046
eta: 0:04:23  epoch: 8  step: 2052  ct_loss: 0.5863  init_py_loss: 1.3779  coarse_py_loss: 1.1073  py_loss_0: 1.0297  py_loss_1: 1.0257  loss: 1.5200  data: 0.0014  batch: 1.4007  lr: 0.000100  max_mem: 6046
eta: 0:03:55  epoch: 8  step: 2072  ct_loss: 0.5831  init_py_loss: 1.4311  coarse_py_loss: 1.1088  py_loss_0: 1.0274  py_loss_1: 1.0242  loss: 1.5210  data: 0.0014  batch: 1.4120  lr: 0.000100  max_mem: 6046
eta: 0:03:27  epoch: 8  step: 2092  ct_loss: 0.5692  init_py_loss: 1.4600  coarse_py_loss: 1.1524  py_loss_0: 1.0617  py_loss_1: 1.0562  loss: 1.5364  data: 0.0014  batch: 1.3875  lr: 0.000100  max_mem: 6046
eta: 0:02:59  epoch: 8  step: 2112  ct_loss: 0.5971  init_py_loss: 1.3831  coarse_py_loss: 1.0919  py_loss_0: 1.0163  py_loss_1: 1.0109  loss: 1.5203  data: 0.0015  batch: 1.3916  lr: 0.000100  max_mem: 6046
eta: 0:02:31  epoch: 8  step: 2132  ct_loss: 0.5715  init_py_loss: 1.4280  coarse_py_loss: 1.1336  py_loss_0: 1.0436  py_loss_1: 1.0400  loss: 1.5222  data: 0.0014  batch: 1.4162  lr: 0.000100  max_mem: 6046
eta: 0:02:03  epoch: 8  step: 2152  ct_loss: 0.5823  init_py_loss: 1.4873  coarse_py_loss: 1.1758  py_loss_0: 1.0830  py_loss_1: 1.0779  loss: 1.5690  data: 0.0014  batch: 1.4038  lr: 0.000100  max_mem: 6046
eta: 0:01:36  epoch: 8  step: 2172  ct_loss: 0.5643  init_py_loss: 1.3957  coarse_py_loss: 1.0949  py_loss_0: 1.0091  py_loss_1: 1.0044  loss: 1.4845  data: 0.0015  batch: 1.3876  lr: 0.000100  max_mem: 6046
eta: 0:01:08  epoch: 8  step: 2192  ct_loss: 0.5872  init_py_loss: 1.4163  coarse_py_loss: 1.1280  py_loss_0: 1.0461  py_loss_1: 1.0398  loss: 1.5370  data: 0.0015  batch: 1.4015  lr: 0.000100  max_mem: 6046
eta: 0:00:40  epoch: 8  step: 2212  ct_loss: 0.5768  init_py_loss: 1.2947  coarse_py_loss: 1.0345  py_loss_0: 0.9572  py_loss_1: 0.9534  loss: 1.4466  data: 0.0014  batch: 1.3986  lr: 0.000100  max_mem: 6046
eta: 0:00:12  epoch: 8  step: 2232  ct_loss: 0.6289  init_py_loss: 1.4200  coarse_py_loss: 1.1388  py_loss_0: 1.0660  py_loss_1: 1.0632  loss: 1.5945  data: 0.0014  batch: 1.4041  lr: 0.000100  max_mem: 6046
eta: 0:00:01  epoch: 8  step: 2240  ct_loss: 0.6271  init_py_loss: 1.4372  coarse_py_loss: 1.1620  py_loss_0: 1.0837  py_loss_1: 1.0804  loss: 1.6084  data: 0.0015  batch: 1.3969  lr: 0.000100  max_mem: 6046
eta: 0:05:19  epoch: 9  step: 2261  ct_loss: 0.6018  init_py_loss: 1.4870  coarse_py_loss: 1.1991  py_loss_0: 1.1254  py_loss_1: 1.1220  loss: 1.6195  data: 0.0409  batch: 1.4295  lr: 0.000100  max_mem: 6046
eta: 0:04:51  epoch: 9  step: 2281  ct_loss: 0.5917  init_py_loss: 1.5090  coarse_py_loss: 1.1360  py_loss_0: 1.0575  py_loss_1: 1.0526  loss: 1.5595  data: 0.0016  batch: 1.4019  lr: 0.000100  max_mem: 6046
eta: 0:04:23  epoch: 9  step: 2301  ct_loss: 0.5861  init_py_loss: 1.5117  coarse_py_loss: 1.1714  py_loss_0: 1.0750  py_loss_1: 1.0697  loss: 1.5693  data: 0.0014  batch: 1.3899  lr: 0.000100  max_mem: 6046
eta: 0:03:55  epoch: 9  step: 2321  ct_loss: 0.5627  init_py_loss: 1.3468  coarse_py_loss: 1.0502  py_loss_0: 0.9544  py_loss_1: 0.9469  loss: 1.4362  data: 0.0015  batch: 1.4013  lr: 0.000100  max_mem: 6046
eta: 0:03:27  epoch: 9  step: 2341  ct_loss: 0.5805  init_py_loss: 1.3433  coarse_py_loss: 1.0890  py_loss_0: 1.0012  py_loss_1: 0.9954  loss: 1.4892  data: 0.0015  batch: 1.4161  lr: 0.000100  max_mem: 6046
eta: 0:02:59  epoch: 9  step: 2361  ct_loss: 0.5741  init_py_loss: 1.3232  coarse_py_loss: 1.0809  py_loss_0: 1.0013  py_loss_1: 0.9969  loss: 1.4806  data: 0.0014  batch: 1.3823  lr: 0.000100  max_mem: 6046
eta: 0:02:31  epoch: 9  step: 2381  ct_loss: 0.5552  init_py_loss: 1.2388  coarse_py_loss: 0.9956  py_loss_0: 0.9322  py_loss_1: 0.9295  loss: 1.3992  data: 0.0015  batch: 1.4218  lr: 0.000100  max_mem: 6046
eta: 0:02:04  epoch: 9  step: 2401  ct_loss: 0.5854  init_py_loss: 1.4039  coarse_py_loss: 1.1353  py_loss_0: 1.0684  py_loss_1: 1.0652  loss: 1.5505  data: 0.0014  batch: 1.3961  lr: 0.000100  max_mem: 6046
eta: 0:01:36  epoch: 9  step: 2421  ct_loss: 0.5747  init_py_loss: 1.4543  coarse_py_loss: 1.1874  py_loss_0: 1.1147  py_loss_1: 1.1123  loss: 1.5812  data: 0.0014  batch: 1.4006  lr: 0.000100  max_mem: 6046
eta: 0:01:08  epoch: 9  step: 2441  ct_loss: 0.5756  init_py_loss: 1.3591  coarse_py_loss: 1.0895  py_loss_0: 1.0094  py_loss_1: 1.0049  loss: 1.4919  data: 0.0015  batch: 1.3889  lr: 0.000100  max_mem: 6046
eta: 0:00:40  epoch: 9  step: 2461  ct_loss: 0.5674  init_py_loss: 1.2992  coarse_py_loss: 1.0441  py_loss_0: 0.9730  py_loss_1: 0.9706  loss: 1.4496  data: 0.0015  batch: 1.4143  lr: 0.000100  max_mem: 6046
eta: 0:00:12  epoch: 9  step: 2481  ct_loss: 0.5593  init_py_loss: 1.3619  coarse_py_loss: 1.1021  py_loss_0: 1.0217  py_loss_1: 1.0145  loss: 1.4844  data: 0.0015  batch: 1.3938  lr: 0.000100  max_mem: 6046
eta: 0:00:01  epoch: 9  step: 2489  ct_loss: 0.5580  init_py_loss: 1.3691  coarse_py_loss: 1.0818  py_loss_0: 0.9998  py_loss_1: 0.9936  loss: 1.4676  data: 0.0014  batch: 1.3902  lr: 0.000100  max_mem: 6046
eta: 0:05:19  epoch: 10  step: 2510  ct_loss: 0.5819  init_py_loss: 1.3522  coarse_py_loss: 1.0748  py_loss_0: 1.0072  py_loss_1: 1.0079  loss: 1.6234  end_set_loss: 0.3811  data: 0.0363  batch: 1.4774  lr: 0.000100  max_mem: 6113
eta: 0:04:51  epoch: 10  step: 2530  ct_loss: 0.6142  init_py_loss: 1.3381  coarse_py_loss: 1.0778  py_loss_0: 1.0125  py_loss_1: 1.0212  loss: 1.6542  end_set_loss: 0.3616  data: 0.0016  batch: 1.4362  lr: 0.000100  max_mem: 6113
eta: 0:04:23  epoch: 10  step: 2550  ct_loss: 0.5672  init_py_loss: 1.1581  coarse_py_loss: 0.9241  py_loss_0: 0.8546  py_loss_1: 0.8586  loss: 1.4481  end_set_loss: 0.3047  data: 0.0015  batch: 1.4425  lr: 0.000100  max_mem: 6113
eta: 0:03:55  epoch: 10  step: 2570  ct_loss: 0.5547  init_py_loss: 1.2480  coarse_py_loss: 1.0110  py_loss_0: 0.9375  py_loss_1: 0.9414  loss: 1.5113  end_set_loss: 0.3129  data: 0.0015  batch: 1.4551  lr: 0.000100  max_mem: 6113
eta: 0:03:28  epoch: 10  step: 2590  ct_loss: 0.5648  init_py_loss: 1.4040  coarse_py_loss: 1.1275  py_loss_0: 1.0553  py_loss_1: 1.0573  loss: 1.6428  end_set_loss: 0.3620  data: 0.0016  batch: 1.4321  lr: 0.000100  max_mem: 6113
eta: 0:03:00  epoch: 10  step: 2610  ct_loss: 0.5647  init_py_loss: 1.2550  coarse_py_loss: 0.9957  py_loss_0: 0.9267  py_loss_1: 0.9307  loss: 1.5126  end_set_loss: 0.3111  data: 0.0015  batch: 1.4323  lr: 0.000100  max_mem: 6113
eta: 0:02:32  epoch: 10  step: 2630  ct_loss: 0.5856  init_py_loss: 1.4053  coarse_py_loss: 1.0761  py_loss_0: 0.9980  py_loss_1: 0.9984  loss: 1.6216  end_set_loss: 0.3673  data: 0.0015  batch: 1.4550  lr: 0.000100  max_mem: 6116
eta: 0:02:04  epoch: 10  step: 2650  ct_loss: 0.5576  init_py_loss: 1.4031  coarse_py_loss: 1.1207  py_loss_0: 1.0453  py_loss_1: 1.0501  loss: 1.6245  end_set_loss: 0.3482  data: 0.0016  batch: 1.4194  lr: 0.000100  max_mem: 6116
eta: 0:01:36  epoch: 10  step: 2670  ct_loss: 0.5760  init_py_loss: 1.2257  coarse_py_loss: 0.9954  py_loss_0: 0.9185  py_loss_1: 0.9223  loss: 1.5145  end_set_loss: 0.3084  data: 0.0015  batch: 1.4507  lr: 0.000100  max_mem: 6116
eta: 0:01:08  epoch: 10  step: 2690  ct_loss: 0.5269  init_py_loss: 1.2093  coarse_py_loss: 0.9514  py_loss_0: 0.8750  py_loss_1: 0.8761  loss: 1.4179  end_set_loss: 0.2739  data: 0.0016  batch: 1.4406  lr: 0.000100  max_mem: 6116
eta: 0:00:40  epoch: 10  step: 2710  ct_loss: 0.6010  init_py_loss: 1.3347  coarse_py_loss: 1.0736  py_loss_0: 1.0071  py_loss_1: 1.0102  loss: 1.6280  end_set_loss: 0.3412  data: 0.0016  batch: 1.4480  lr: 0.000100  max_mem: 6116
eta: 0:00:12  epoch: 10  step: 2730  ct_loss: 0.5285  init_py_loss: 1.3396  coarse_py_loss: 1.0997  py_loss_0: 1.0453  py_loss_1: 1.0505  loss: 1.5800  end_set_loss: 0.3266  data: 0.0014  batch: 1.4244  lr: 0.000100  max_mem: 6116
eta: 0:00:01  epoch: 10  step: 2738  ct_loss: 0.5453  init_py_loss: 1.3522  coarse_py_loss: 1.1273  py_loss_0: 1.0707  py_loss_1: 1.0780  loss: 1.6127  end_set_loss: 0.3097  data: 0.0015  batch: 1.4257  lr: 0.000100  max_mem: 6116
eta: 0:05:20  epoch: 11  step: 2759  ct_loss: 0.5826  init_py_loss: 1.3033  coarse_py_loss: 1.0639  py_loss_0: 0.9903  py_loss_1: 0.9919  loss: 1.5964  end_set_loss: 0.3493  data: 0.0387  batch: 1.4695  lr: 0.000100  max_mem: 6116
eta: 0:04:52  epoch: 11  step: 2779  ct_loss: 0.5617  init_py_loss: 1.2991  coarse_py_loss: 1.0515  py_loss_0: 0.9778  py_loss_1: 0.9783  loss: 1.5552  end_set_loss: 0.3193  data: 0.0015  batch: 1.4306  lr: 0.000100  max_mem: 6116
eta: 0:04:24  epoch: 11  step: 2799  ct_loss: 0.5357  init_py_loss: 1.3025  coarse_py_loss: 1.0406  py_loss_0: 0.9770  py_loss_1: 0.9797  loss: 1.5276  end_set_loss: 0.3160  data: 0.0015  batch: 1.4385  lr: 0.000100  max_mem: 6116
eta: 0:03:56  epoch: 11  step: 2819  ct_loss: 0.5391  init_py_loss: 1.2359  coarse_py_loss: 0.9642  py_loss_0: 0.8917  py_loss_1: 0.8943  loss: 1.4533  end_set_loss: 0.2967  data: 0.0015  batch: 1.4382  lr: 0.000100  max_mem: 6116
eta: 0:03:28  epoch: 11  step: 2839  ct_loss: 0.5321  init_py_loss: 1.3314  coarse_py_loss: 1.0778  py_loss_0: 1.0045  py_loss_1: 1.0061  loss: 1.5417  end_set_loss: 0.2953  data: 0.0017  batch: 1.4519  lr: 0.000100  max_mem: 6116
eta: 0:03:00  epoch: 11  step: 2859  ct_loss: 0.5499  init_py_loss: 1.3336  coarse_py_loss: 1.0569  py_loss_0: 0.9880  py_loss_1: 0.9912  loss: 1.5472  end_set_loss: 0.2956  data: 0.0016  batch: 1.4359  lr: 0.000100  max_mem: 6138
eta: 0:02:32  epoch: 11  step: 2879  ct_loss: 0.6036  init_py_loss: 1.2917  coarse_py_loss: 1.0582  py_loss_0: 0.9837  py_loss_1: 0.9855  loss: 1.6043  end_set_loss: 0.3280  data: 0.0017  batch: 1.4391  lr: 0.000100  max_mem: 6138
eta: 0:02:04  epoch: 11  step: 2899  ct_loss: 0.5645  init_py_loss: 1.4217  coarse_py_loss: 1.1479  py_loss_0: 1.0707  py_loss_1: 1.0716  loss: 1.6364  end_set_loss: 0.3026  data: 0.0015  batch: 1.4207  lr: 0.000100  max_mem: 6138
eta: 0:01:36  epoch: 11  step: 2919  ct_loss: 0.5537  init_py_loss: 1.2629  coarse_py_loss: 1.0088  py_loss_0: 0.9363  py_loss_1: 0.9392  loss: 1.5067  end_set_loss: 0.3022  data: 0.0016  batch: 1.4578  lr: 0.000100  max_mem: 6138
eta: 0:01:08  epoch: 11  step: 2939  ct_loss: 0.5534  init_py_loss: 1.3259  coarse_py_loss: 1.0720  py_loss_0: 0.9982  py_loss_1: 1.0004  loss: 1.5675  end_set_loss: 0.3244  data: 0.0015  batch: 1.4220  lr: 0.000100  max_mem: 6138
eta: 0:00:40  epoch: 11  step: 2959  ct_loss: 0.5385  init_py_loss: 1.1422  coarse_py_loss: 0.9116  py_loss_0: 0.8303  py_loss_1: 0.8327  loss: 1.3816  end_set_loss: 0.2500  data: 0.0015  batch: 1.4204  lr: 0.000100  max_mem: 6138
eta: 0:00:12  epoch: 11  step: 2979  ct_loss: 0.5702  init_py_loss: 1.3337  coarse_py_loss: 1.1022  py_loss_0: 1.0128  py_loss_1: 1.0092  loss: 1.5972  end_set_loss: 0.3284  data: 0.0015  batch: 1.4423  lr: 0.000100  max_mem: 6138
eta: 0:00:01  epoch: 11  step: 2987  ct_loss: 0.5606  init_py_loss: 1.3514  coarse_py_loss: 1.1192  py_loss_0: 1.0313  py_loss_1: 1.0316  loss: 1.6042  end_set_loss: 0.3265  data: 0.0015  batch: 1.4336  lr: 0.000100  max_mem: 6138
eta: 0:05:21  epoch: 12  step: 3008  ct_loss: 0.5617  init_py_loss: 1.3627  coarse_py_loss: 1.0873  py_loss_0: 1.0030  py_loss_1: 1.0046  loss: 1.6042  end_set_loss: 0.3849  data: 0.0394  batch: 1.4560  lr: 0.000100  max_mem: 6138
eta: 0:04:53  epoch: 12  step: 3028  ct_loss: 0.5490  init_py_loss: 1.3000  coarse_py_loss: 1.0133  py_loss_0: 0.9234  py_loss_1: 0.9238  loss: 1.4942  end_set_loss: 0.2947  data: 0.0015  batch: 1.4463  lr: 0.000100  max_mem: 6138
eta: 0:04:25  epoch: 12  step: 3048  ct_loss: 0.5514  init_py_loss: 1.3575  coarse_py_loss: 1.0593  py_loss_0: 0.9761  py_loss_1: 0.9760  loss: 1.5404  end_set_loss: 0.2898  data: 0.0015  batch: 1.4465  lr: 0.000100  max_mem: 6138
eta: 0:03:57  epoch: 12  step: 3068  ct_loss: 0.5538  init_py_loss: 1.2484  coarse_py_loss: 1.0149  py_loss_0: 0.9367  py_loss_1: 0.9378  loss: 1.4984  end_set_loss: 0.2801  data: 0.0015  batch: 1.4400  lr: 0.000100  max_mem: 6138
